Washington December Maximum Temperature
Units: Degrees Fahrenheit
Base Period: 1901-2000
Missing: -99
Date,Value,Anomaly
201803,47.9,0.3
201804,54.8,-1.1
201805,69.3,5.7
201806,69.9,0.0
201807,82.0,4.2
201808,79.3,2.1
201809,68.1,-1.2
201810,57.5,0.3
201811,45.3,2.1
201812,38.4,2.3
201901,40.0,5.6
201902,32.0,-8.3
201903,46.6,-1.0
201904,55.8,-0.1
201905,67.0,3.4
201906,71.6,1.7
201907,75.9,-1.9
201908,79.2,2.0
201909,66.6,-2.7
201910,52.3,-4.9
201911,45.4,2.2
201912,37.9,1.8
202001,39.5,5.1
202002,43.8,3.5
202003,47.8,0.2
202004,57.4,1.5
202005,64.3,0.7
202006,68.6,-1.3
202007,78.0,0.2
202008,79.5,2.3
202009,73.3,4.0
202010,58.0,0.8
202011,44.3,1.1
202012,39.2,3.1
202101,40.0,5.6
202102,37.5,-2.8
202103,50.0,2.4
202104,59.3,3.4
202105,64.7,1.1
202106,77.8,7.9
202107,83.9,6.1
202108,78.4,1.2
202109,69.8,0.5
202110,55.6,-1.6
202111,46.1,2.9
202112,35.0,-1.1
202201,37.0,2.6
202202,41.9,1.6
202203,50.2,2.6
202204,50.3,-5.6
202205,58.0,-5.6
202206,68.5,-1.4
202207,81.6,3.8
202208,84.0,6.8
202209,74.7,5.4
202210,65.2,8.0
202211,39.2,-4.0
202212,31.8,-4.3
202301,38.8,4.4
202302,40.0,-0.3
202303,45.7,-1.9
202304,53.1,-2.8
202305,70.2,6.6
202306,73.1,3.2
202307,81.7,3.9
202308,80.5,3.3
202309,69.5,0.2
202310,58.7,1.5
202311,44.1,0.9
202312,41.2,5.1
202401,35.4,1.0
202402,43.1,2.8
202403,50.1,2.5
202404,56.0,0.1
202405,62.4,-1.2
202406,70.4,0.5
202407,83.8,6.0
